Part #,SKU,Name,Category,Katana Type,Katana Subtype,Has BOM,Sellable,Notes,Is Subassembly
10002,SOL-LCH-NTK-ALO-ST2,"Solerno Lounge Chair, Natural Teak, Bliss Aloe, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10003,SOL-LCH-NTK-IND-ST1,"Solerno Lounge Chair, Natural Teak, Blend Indigo, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10004,SOL-LCH-NTK-IND-ST2,"Solerno Lounge Chair, Natural Teak, Blend Indigo, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10005,SOL-LCH-NTK-BSQ-ST1,"Solerno Lounge Chair, Natural Teak, Cast Bisque, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10006,SOL-LCH-NTK-BSQ-ST2,"Solerno Lounge Chair, Natural Teak, Cast Bisque, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10007,SOL-LOV-NTK-ALO-ST1,"Solerno Loveseat, Natural Teak, Bliss Aloe, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 2 cushion set(s), 2 power bar(s)",No
10008,SOL-LOV-NTK-ALO-ST2,"Solerno Loveseat, Natural Teak, Bliss Aloe, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 2 cushion set(s), 2 power bar(s)",No
10009,SOL-LOV-NTK-IND-ST1,"Solerno Loveseat, Natural Teak, Blend Indigo, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 2 cushion set(s), 2 power bar(s)",No
10010,SOL-LOV-NTK-IND-ST2,"Solerno Loveseat, Natural Teak, Blend Indigo, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 2 cushion set(s), 2 power bar(s)",No
10011,SOL-LOV-NTK-BSQ-ST1,"Solerno Loveseat, Natural Teak, Cast Bisque, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 2 cushion set(s), 2 power bar(s)",No
10012,SOL-LOV-NTK-BSQ-ST2,"Solerno Loveseat, Natural Teak, Cast Bisque, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 2 cushion set(s), 2 power bar(s)",No
10013,SOL-SOF-NTK-ALO-ST1,"Solerno Sofa, Natural Teak, Bliss Aloe, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 3 cushion set(s), 3 power bar(s)",No
10014,SOL-SOF-NTK-ALO-ST2,"Solerno Sofa, Natural Teak, Bliss Aloe, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 3 cushion set(s), 3 power bar(s)",No
10015,SOL-SOF-NTK-IND-ST1,"Solerno Sofa, Natural Teak, Blend Indigo, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 3 cushion set(s), 3 power bar(s)",No
10016,SOL-SOF-NTK-IND-ST2,"Solerno Sofa, Natural Teak, Blend Indigo, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 3 cushion set(s), 3 power bar(s)",No
10017,SOL-SOF-NTK-BSQ-ST1,"Solerno Sofa, Natural Teak, Cast Bisque, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 3 cushion set(s), 3 power bar(s)",No
10018,SOL-SOF-NTK-BSQ-ST2,"Solerno Sofa, Natural Teak, Cast Bisque, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 3 cushion set(s), 3 power bar(s)",No
10019,SOL-HOT-NTK-ALO-ST1,"Solerno Heated Ottoman, Natural Teak, Bliss Aloe, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10020,SOL-HOT-NTK-ALO-ST2,"Solerno Heated Ottoman, Natural Teak, Bliss Aloe, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10021,SOL-HOT-NTK-IND-ST1,"Solerno Heated Ottoman, Natural Teak, Blend Indigo, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10022,SOL-HOT-NTK-IND-ST2,"Solerno Heated Ottoman, Natural Teak, Blend Indigo, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10023,SOL-HOT-NTK-BSQ-ST1,"Solerno Heated Ottoman, Natural Teak, Cast Bisque, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10024,SOL-HOT-NTK-BSQ-ST2,"Solerno Heated Ottoman, Natural Teak, Cast Bisque, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10025,SOL-SVL-NTK-ALO-ST1,"Solerno Swivel Chair, Natural Teak, Bliss Aloe, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10026,SOL-SVL-NTK-ALO-ST2,"Solerno Swivel Chair, Natural Teak, Bliss Aloe, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10027,SOL-SVL-NTK-IND-ST1,"Solerno Swivel Chair, Natural Teak, Blend Indigo, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10028,SOL-SVL-NTK-IND-ST2,"Solerno Swivel Chair, Natural Teak, Blend Indigo, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10029,SOL-SVL-NTK-BSQ-ST1,"Solerno Swivel Chair, Natural Teak, Cast Bisque, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10030,SOL-SVL-NTK-BSQ-ST2,"Solerno Swivel Chair, Natural Teak, Cast Bisque, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10031,SOL-CHS-NTK-ALO-ST1,"Solerno Chaise Lounge, Natural Teak, Bliss Aloe, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10032,SOL-CHS-NTK-ALO-ST2,"Solerno Chaise Lounge, Natural Teak, Bliss Aloe, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10033,SOL-CHS-NTK-IND-ST1,"Solerno Chaise Lounge, Natural Teak, Blend Indigo, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10034,SOL-CHS-NTK-IND-ST2,"Solerno Chaise Lounge, Natural Teak, Blend Indigo, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10035,SOL-CHS-NTK-BSQ-ST1,"Solerno Chaise Lounge, Natural Teak, Cast Bisque, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10036,SOL-CHS-NTK-BSQ-ST2,"Solerno Chaise Lounge, Natural Teak, Cast Bisque, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10037,SOL-DCH-NTK-ALO-ST1,"Solerno Dining Side Chair, Natural Teak, Bliss Aloe, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10038,SOL-DCH-NTK-ALO-ST2,"Solerno Dining Side Chair, Natural Teak, Bliss Aloe, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10039,SOL-DCH-NTK-IND-ST1,"Solerno Dining Side Chair, Natural Teak, Blend Indigo, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10040,SOL-DCH-NTK-IND-ST2,"Solerno Dining Side Chair, Natural Teak, Blend Indigo, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10041,SOL-DCH-NTK-BSQ-ST1,"Solerno Dining Side Chair, Natural Teak, Cast Bisque, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10042,SOL-DCH-NTK-BSQ-ST2,"Solerno Dining Side Chair, Natural Teak, Cast Bisque, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10043,SOL-DAC-NTK-ALO-ST1,"Solerno Dining Arm Chair, Natural Teak, Bliss Aloe, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10044,SOL-DAC-NTK-ALO-ST2,"Solerno Dining Arm Chair, Natural Teak, Bliss Aloe, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10045,SOL-DAC-NTK-IND-ST1,"Solerno Dining Arm Chair, Natural Teak, Blend Indigo, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10046,SOL-DAC-NTK-IND-ST2,"Solerno Dining Arm Chair, Natural Teak, Blend Indigo, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10047,SOL-DAC-NTK-BSQ-ST1,"Solerno Dining Arm Chair, Natural Teak, Cast Bisque, Standard",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
10048,SOL-DAC-NTK-BSQ-ST2,"Solerno Dining Arm Chair, Natural Teak, Cast Bisque, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Qty: 1 cushion set(s), 1 power bar(s)",No
40501,COR-LS-SEAT,"Core Insert, Lounge Seat",Core Insert,Product,Subassembly,Yes,No,"Internal assembly with foam, graphene, batting",Yes
40502,COR-LS-BACK,"Core Insert, Lounge Back",Core Insert,Product,Subassembly,Yes,No,"Internal assembly with foam, graphene, batting",Yes
40503,COR-LS-PILB,"Core Insert, Lounge Pillow Back",Core Insert,Product,Subassembly,Yes,No,"Internal assembly with foam, graphene, batting",Yes
40504,COR-DN-SEAT,"Core Insert, Dining Seat",Core Insert,Product,Subassembly,Yes,No,"Internal assembly with foam, graphene, batting",Yes
40505,COR-DN-BACK,"Core Insert, Dining Back",Core Insert,Product,Subassembly,Yes,No,"Internal assembly with foam, graphene, batting",Yes
91001,FOM-LS-SEAT,"Foam, Lounge Seat",Material,Material,Raw Material,No,No,,No
91002,FOM-LS-BACK,"Foam, Lounge Back",Material,Material,Raw Material,No,No,,No
91003,FOM-LS-PILB,"Foam, Lounge Pillow Back",Material,Material,Raw Material,No,No,,No
91004,FOM-DN-SEAT,"Foam, Dining Seat",Material,Material,Raw Material,No,No,,No
91005,FOM-DN-BACK,"Foam, Dining Back",Material,Material,Raw Material,No,No,,No
91010,FIL-POLY,"Fill, Polyester Batting",Material,Material,Raw Material,No,No,,No
91020,FAB-BAR-WPB,"Fabric, Barrier Waterproof Black",Material,Material,Raw Material,No,No,,No
92001,HW-GRM-4,"Hardware, Snap Grommet #4",Hardware,Material,Raw Material,No,No,Installed on shell,No
92002,HW-CRDG,"Hardware, Cord Grip",Hardware,Material,Raw Material,No,No,Installed on core insert,No
92003,HW-CRDN,"Hardware, Cord Grip Nut",Hardware,Material,Raw Material,No,No,Installed on core insert,No
93001,LBL-WVN-OM,"Label, Woven Outmore",Label,Material,Raw Material,No,No,,No
70012,HT-PB-UNIT-G1R,"Power Bar Unit, Gen 1 Refresh",Heat Tech,Material,Raw Material,No,No,Battery unit only,No
40001,CSH-LS-SEAT-CBN,"Cushion, Lounge Seat, Carbon",Cushion,Product,Subassembly,Yes,Yes,Carbon fabric,Yes
40017,CSH-LS-BACK-CBN,"Cushion, Lounge Back, Carbon",Cushion,Product,Subassembly,Yes,Yes,Carbon fabric,Yes
40033,CSH-LS-PILB-CBN,"Cushion, Lounge Pillow Back, Carbon",Cushion,Product,Subassembly,Yes,Yes,Carbon fabric,Yes
50001,SHL-LS-SEAT-CBN,"Shell, Lounge Seat, Carbon",Shell,Product,Contract-manufactured,Yes,No,Carbon fabric,Yes
50017,SHL-LS-BACK-CBN,"Shell, Lounge Back, Carbon",Shell,Product,Contract-manufactured,Yes,No,Carbon fabric,Yes
50033,SHL-LS-PILB-CBN,"Shell, Lounge Pillow Back, Carbon",Shell,Product,Contract-manufactured,Yes,No,Carbon fabric,Yes
40002,CSH-LS-SEAT-IND,"Cushion, Lounge Seat, Indigo",Cushion,Product,Subassembly,Yes,Yes,Indigo fabric,Yes
40018,CSH-LS-BACK-IND,"Cushion, Lounge Back, Indigo",Cushion,Product,Subassembly,Yes,Yes,Indigo fabric,Yes
40034,CSH-LS-PILB-IND,"Cushion, Lounge Pillow Back, Indigo",Cushion,Product,Subassembly,Yes,Yes,Indigo fabric,Yes
50002,SHL-LS-SEAT-IND,"Shell, Lounge Seat, Indigo",Shell,Product,Contract-manufactured,Yes,No,Indigo fabric,Yes
50018,SHL-LS-BACK-IND,"Shell, Lounge Back, Indigo",Shell,Product,Contract-manufactured,Yes,No,Indigo fabric,Yes
50034,SHL-LS-PILB-IND,"Shell, Lounge Pillow Back, Indigo",Shell,Product,Contract-manufactured,Yes,No,Indigo fabric,Yes
40003,CSH-LS-SEAT-DOV,"Cushion, Lounge Seat, Dove",Cushion,Product,Subassembly,Yes,Yes,Dove fabric,Yes
40019,CSH-LS-BACK-DOV,"Cushion, Lounge Back, Dove",Cushion,Product,Subassembly,Yes,Yes,Dove fabric,Yes
40035,CSH-LS-PILB-DOV,"Cushion, Lounge Pillow Back, Dove",Cushion,Product,Subassembly,Yes,Yes,Dove fabric,Yes
50003,SHL-LS-SEAT-DOV,"Shell, Lounge Seat, Dove",Shell,Product,Contract-manufactured,Yes,No,Dove fabric,Yes
50019,SHL-LS-BACK-DOV,"Shell, Lounge Back, Dove",Shell,Product,Contract-manufactured,Yes,No,Dove fabric,Yes
50035,SHL-LS-PILB-DOV,"Shell, Lounge Pillow Back, Dove",Shell,Product,Contract-manufactured,Yes,No,Dove fabric,Yes
40004,CSH-LS-SEAT-CHR,"Cushion, Lounge Seat, Charcoal",Cushion,Product,Subassembly,Yes,Yes,Charcoal fabric,Yes
40020,CSH-LS-BACK-CHR,"Cushion, Lounge Back, Charcoal",Cushion,Product,Subassembly,Yes,Yes,Charcoal fabric,Yes
40036,CSH-LS-PILB-CHR,"Cushion, Lounge Pillow Back, Charcoal",Cushion,Product,Subassembly,Yes,Yes,Charcoal fabric,Yes
50004,SHL-LS-SEAT-CHR,"Shell, Lounge Seat, Charcoal",Shell,Product,Contract-manufactured,Yes,No,Charcoal fabric,Yes
50020,SHL-LS-BACK-CHR,"Shell, Lounge Back, Charcoal",Shell,Product,Contract-manufactured,Yes,No,Charcoal fabric,Yes
50036,SHL-LS-PILB-CHR,"Shell, Lounge Pillow Back, Charcoal",Shell,Product,Contract-manufactured,Yes,No,Charcoal fabric,Yes
40005,CSH-LS-SEAT-LEF,"Cushion, Lounge Seat, Leaf",Cushion,Product,Subassembly,Yes,Yes,Leaf fabric,Yes
40021,CSH-LS-BACK-LEF,"Cushion, Lounge Back, Leaf",Cushion,Product,Subassembly,Yes,Yes,Leaf fabric,Yes
40037,CSH-LS-PILB-LEF,"Cushion, Lounge Pillow Back, Leaf",Cushion,Product,Subassembly,Yes,Yes,Leaf fabric,Yes
50005,SHL-LS-SEAT-LEF,"Shell, Lounge Seat, Leaf",Shell,Product,Contract-manufactured,Yes,No,Leaf fabric,Yes
50021,SHL-LS-BACK-LEF,"Shell, Lounge Back, Leaf",Shell,Product,Contract-manufactured,Yes,No,Leaf fabric,Yes
50037,SHL-LS-PILB-LEF,"Shell, Lounge Pillow Back, Leaf",Shell,Product,Contract-manufactured,Yes,No,Leaf fabric,Yes
40006,CSH-LS-SEAT-SBL,"Cushion, Lounge Seat, Sable",Cushion,Product,Subassembly,Yes,Yes,Sable fabric,Yes
40022,CSH-LS-BACK-SBL,"Cushion, Lounge Back, Sable",Cushion,Product,Subassembly,Yes,Yes,Sable fabric,Yes
40038,CSH-LS-PILB-SBL,"Cushion, Lounge Pillow Back, Sable",Cushion,Product,Subassembly,Yes,Yes,Sable fabric,Yes
50006,SHL-LS-SEAT-SBL,"Shell, Lounge Seat, Sable",Shell,Product,Contract-manufactured,Yes,No,Sable fabric,Yes
50022,SHL-LS-BACK-SBL,"Shell, Lounge Back, Sable",Shell,Product,Contract-manufactured,Yes,No,Sable fabric,Yes
50038,SHL-LS-PILB-SBL,"Shell, Lounge Pillow Back, Sable",Shell,Product,Contract-manufactured,Yes,No,Sable fabric,Yes
40007,CSH-LS-SEAT-SLT,"Cushion, Lounge Seat, Salt",Cushion,Product,Subassembly,Yes,Yes,Salt fabric,Yes
40023,CSH-LS-BACK-SLT,"Cushion, Lounge Back, Salt",Cushion,Product,Subassembly,Yes,Yes,Salt fabric,Yes
40039,CSH-LS-PILB-SLT,"Cushion, Lounge Pillow Back, Salt",Cushion,Product,Subassembly,Yes,Yes,Salt fabric,Yes
50007,SHL-LS-SEAT-SLT,"Shell, Lounge Seat, Salt",Shell,Product,Contract-manufactured,Yes,No,Salt fabric,Yes
50023,SHL-LS-BACK-SLT,"Shell, Lounge Back, Salt",Shell,Product,Contract-manufactured,Yes,No,Salt fabric,Yes
50039,SHL-LS-PILB-SLT,"Shell, Lounge Pillow Back, Salt",Shell,Product,Contract-manufactured,Yes,No,Salt fabric,Yes
40008,CSH-LS-SEAT-SAH,"Cushion, Lounge Seat, Sahara",Cushion,Product,Subassembly,Yes,Yes,Sahara fabric,Yes
40024,CSH-LS-BACK-SAH,"Cushion, Lounge Back, Sahara",Cushion,Product,Subassembly,Yes,Yes,Sahara fabric,Yes
40040,CSH-LS-PILB-SAH,"Cushion, Lounge Pillow Back, Sahara",Cushion,Product,Subassembly,Yes,Yes,Sahara fabric,Yes
50008,SHL-LS-SEAT-SAH,"Shell, Lounge Seat, Sahara",Shell,Product,Contract-manufactured,Yes,No,Sahara fabric,Yes
50024,SHL-LS-BACK-SAH,"Shell, Lounge Back, Sahara",Shell,Product,Contract-manufactured,Yes,No,Sahara fabric,Yes
50040,SHL-LS-PILB-SAH,"Shell, Lounge Pillow Back, Sahara",Shell,Product,Contract-manufactured,Yes,No,Sahara fabric,Yes
40009,CSH-LS-SEAT-GUL,"Cushion, Lounge Seat, Seagull",Cushion,Product,Subassembly,Yes,Yes,Seagull fabric,Yes
40025,CSH-LS-BACK-GUL,"Cushion, Lounge Back, Seagull",Cushion,Product,Subassembly,Yes,Yes,Seagull fabric,Yes
40041,CSH-LS-PILB-GUL,"Cushion, Lounge Pillow Back, Seagull",Cushion,Product,Subassembly,Yes,Yes,Seagull fabric,Yes
50009,SHL-LS-SEAT-GUL,"Shell, Lounge Seat, Seagull",Shell,Product,Contract-manufactured,Yes,No,Seagull fabric,Yes
50025,SHL-LS-BACK-GUL,"Shell, Lounge Back, Seagull",Shell,Product,Contract-manufactured,Yes,No,Seagull fabric,Yes
50041,SHL-LS-PILB-GUL,"Shell, Lounge Pillow Back, Seagull",Shell,Product,Contract-manufactured,Yes,No,Seagull fabric,Yes
40010,CSH-LS-SEAT-BSQ,"Cushion, Lounge Seat, Bisque",Cushion,Product,Subassembly,Yes,Yes,Bisque fabric,Yes
40026,CSH-LS-BACK-BSQ,"Cushion, Lounge Back, Bisque",Cushion,Product,Subassembly,Yes,Yes,Bisque fabric,Yes
40042,CSH-LS-PILB-BSQ,"Cushion, Lounge Pillow Back, Bisque",Cushion,Product,Subassembly,Yes,Yes,Bisque fabric,Yes
50010,SHL-LS-SEAT-BSQ,"Shell, Lounge Seat, Bisque",Shell,Product,Contract-manufactured,Yes,No,Bisque fabric,Yes
50026,SHL-LS-BACK-BSQ,"Shell, Lounge Back, Bisque",Shell,Product,Contract-manufactured,Yes,No,Bisque fabric,Yes
50042,SHL-LS-PILB-BSQ,"Shell, Lounge Pillow Back, Bisque",Shell,Product,Contract-manufactured,Yes,No,Bisque fabric,Yes
40011,CSH-LS-SEAT-SEA,"Cushion, Lounge Seat, Seaglass",Cushion,Product,Subassembly,Yes,Yes,Seaglass fabric,Yes
40027,CSH-LS-BACK-SEA,"Cushion, Lounge Back, Seaglass",Cushion,Product,Subassembly,Yes,Yes,Seaglass fabric,Yes
40043,CSH-LS-PILB-SEA,"Cushion, Lounge Pillow Back, Seaglass",Cushion,Product,Subassembly,Yes,Yes,Seaglass fabric,Yes
50011,SHL-LS-SEAT-SEA,"Shell, Lounge Seat, Seaglass",Shell,Product,Contract-manufactured,Yes,No,Seaglass fabric,Yes
50027,SHL-LS-BACK-SEA,"Shell, Lounge Back, Seaglass",Shell,Product,Contract-manufactured,Yes,No,Seaglass fabric,Yes
50043,SHL-LS-PILB-SEA,"Shell, Lounge Pillow Back, Seaglass",Shell,Product,Contract-manufactured,Yes,No,Seaglass fabric,Yes
40012,CSH-LS-SEAT-SND,"Cushion, Lounge Seat, Sand",Cushion,Product,Subassembly,Yes,Yes,Sand fabric,Yes
40028,CSH-LS-BACK-SND,"Cushion, Lounge Back, Sand",Cushion,Product,Subassembly,Yes,Yes,Sand fabric,Yes
40044,CSH-LS-PILB-SND,"Cushion, Lounge Pillow Back, Sand",Cushion,Product,Subassembly,Yes,Yes,Sand fabric,Yes
50012,SHL-LS-SEAT-SND,"Shell, Lounge Seat, Sand",Shell,Product,Contract-manufactured,Yes,No,Sand fabric,Yes
50028,SHL-LS-BACK-SND,"Shell, Lounge Back, Sand",Shell,Product,Contract-manufactured,Yes,No,Sand fabric,Yes
50044,SHL-LS-PILB-SND,"Shell, Lounge Pillow Back, Sand",Shell,Product,Contract-manufactured,Yes,No,Sand fabric,Yes
40013,CSH-LS-SEAT-ALO,"Cushion, Lounge Seat, Aloe",Cushion,Product,Subassembly,Yes,Yes,Aloe fabric,Yes
40029,CSH-LS-BACK-ALO,"Cushion, Lounge Back, Aloe",Cushion,Product,Subassembly,Yes,Yes,Aloe fabric,Yes
40045,CSH-LS-PILB-ALO,"Cushion, Lounge Pillow Back, Aloe",Cushion,Product,Subassembly,Yes,Yes,Aloe fabric,Yes
50013,SHL-LS-SEAT-ALO,"Shell, Lounge Seat, Aloe",Shell,Product,Contract-manufactured,Yes,No,Aloe fabric,Yes
50029,SHL-LS-BACK-ALO,"Shell, Lounge Back, Aloe",Shell,Product,Contract-manufactured,Yes,No,Aloe fabric,Yes
50045,SHL-LS-PILB-ALO,"Shell, Lounge Pillow Back, Aloe",Shell,Product,Contract-manufactured,Yes,No,Aloe fabric,Yes
40014,CSH-LS-SEAT-JAV,"Cushion, Lounge Seat, Java",Cushion,Product,Subassembly,Yes,Yes,Java fabric,Yes
40030,CSH-LS-BACK-JAV,"Cushion, Lounge Back, Java",Cushion,Product,Subassembly,Yes,Yes,Java fabric,Yes
40046,CSH-LS-PILB-JAV,"Cushion, Lounge Pillow Back, Java",Cushion,Product,Subassembly,Yes,Yes,Java fabric,Yes
50014,SHL-LS-SEAT-JAV,"Shell, Lounge Seat, Java",Shell,Product,Contract-manufactured,Yes,No,Java fabric,Yes
50030,SHL-LS-BACK-JAV,"Shell, Lounge Back, Java",Shell,Product,Contract-manufactured,Yes,No,Java fabric,Yes
50046,SHL-LS-PILB-JAV,"Shell, Lounge Pillow Back, Java",Shell,Product,Contract-manufactured,Yes,No,Java fabric,Yes
40015,CSH-LS-SEAT-DEW,"Cushion, Lounge Seat, Dewdrop",Cushion,Product,Subassembly,Yes,Yes,Dewdrop fabric,Yes
40031,CSH-LS-BACK-DEW,"Cushion, Lounge Back, Dewdrop",Cushion,Product,Subassembly,Yes,Yes,Dewdrop fabric,Yes
40047,CSH-LS-PILB-DEW,"Cushion, Lounge Pillow Back, Dewdrop",Cushion,Product,Subassembly,Yes,Yes,Dewdrop fabric,Yes
50015,SHL-LS-SEAT-DEW,"Shell, Lounge Seat, Dewdrop",Shell,Product,Contract-manufactured,Yes,No,Dewdrop fabric,Yes
50031,SHL-LS-BACK-DEW,"Shell, Lounge Back, Dewdrop",Shell,Product,Contract-manufactured,Yes,No,Dewdrop fabric,Yes
50047,SHL-LS-PILB-DEW,"Shell, Lounge Pillow Back, Dewdrop",Shell,Product,Contract-manufactured,Yes,No,Dewdrop fabric,Yes
40016,CSH-LS-SEAT-EMB,"Cushion, Lounge Seat, Ember",Cushion,Product,Subassembly,Yes,Yes,Ember fabric,Yes
40032,CSH-LS-BACK-EMB,"Cushion, Lounge Back, Ember",Cushion,Product,Subassembly,Yes,Yes,Ember fabric,Yes
40048,CSH-LS-PILB-EMB,"Cushion, Lounge Pillow Back, Ember",Cushion,Product,Subassembly,Yes,Yes,Ember fabric,Yes
50016,SHL-LS-SEAT-EMB,"Shell, Lounge Seat, Ember",Shell,Product,Contract-manufactured,Yes,No,Ember fabric,Yes
50032,SHL-LS-BACK-EMB,"Shell, Lounge Back, Ember",Shell,Product,Contract-manufactured,Yes,No,Ember fabric,Yes
50048,SHL-LS-PILB-EMB,"Shell, Lounge Pillow Back, Ember",Shell,Product,Contract-manufactured,Yes,No,Ember fabric,Yes
94001,FAB-SUN-SPTM-CBN,"Fabric, Sunbrella SPTM Carbon",Material,Material,Raw Material,No,No,,No
94002,FAB-SUN-SPTM-IND,"Fabric, Sunbrella SPTM Indigo",Material,Material,Raw Material,No,No,,No
94003,FAB-SUN-SPTM-DOV,"Fabric, Sunbrella SPTM Dove",Material,Material,Raw Material,No,No,,No
94004,FAB-SUN-HRTG-CHR,"Fabric, Sunbrella HRTG Charcoal",Material,Material,Raw Material,No,No,,No
94005,FAB-SUN-HRTG-LEF,"Fabric, Sunbrella HRTG Leaf",Material,Material,Raw Material,No,No,,No
94006,FAB-SUN-HRTG-SBL,"Fabric, Sunbrella HRTG Sable",Material,Material,Raw Material,No,No,,No
94007,FAB-SUN-SAIL-SLT,"Fabric, Sunbrella SAIL Salt",Material,Material,Raw Material,No,No,,No
94008,FAB-SUN-SAIL-SAH,"Fabric, Sunbrella SAIL Sahara",Material,Material,Raw Material,No,No,,No
94009,FAB-SUN-SAIL-GUL,"Fabric, Sunbrella SAIL Seagull",Material,Material,Raw Material,No,No,,No
94010,FAB-SUN-CAST-BSQ,"Fabric, Sunbrella CAST Bisque",Material,Material,Raw Material,No,No,,No
94011,FAB-SUN-CAST-SEA,"Fabric, Sunbrella CAST Seaglass",Material,Material,Raw Material,No,No,,No
94012,FAB-SUN-CAST-SND,"Fabric, Sunbrella CAST Sand",Material,Material,Raw Material,No,No,,No
94013,FAB-SUN-BLIS-ALO,"Fabric, Sunbrella BLIS Aloe",Material,Material,Raw Material,No,No,,No
94014,FAB-SUN-CNVS-JAV,"Fabric, Sunbrella CNVS Java",Material,Material,Raw Material,No,No,,No
94015,FAB-SUN-EXHL-DEW,"Fabric, Sunbrella EXHL Dewdrop",Material,Material,Raw Material,No,No,,No
94016,FAB-SUN-EXHL-EMB,"Fabric, Sunbrella EXHL Ember",Material,Material,Raw Material,No,No,,No
10001,SOL-LCH-NTK-CBN-ST1,"Solerno Lounge Chair, Carbon, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Carbon fabric, foam back",No
